id,Product,Facility,Year,Season,Energy_Use_kWh,Water_Use_L,CO2_Emissions_kg,Waste_kg,Units_Produced,CO2_per_unit,Energy_per_unit,Water_per_unit,Waste_per_unit,Efficiency_Score,Product_Category
852,Whipping Cream,Aalborg Plant,2023,Autumn,1157,2582,120,20,451,0.27,2.57,5.73,0.04,2.48,Cream Products
853,Sour Cream,Copenhagen Plant,2023,Autumn,1117,2552,112,20,429,0.26,2.6,5.95,0.05,2.47,Cream Products
854,Sour Cream,Aarhus Plant,2023,Autumn,1280,2927,128,23,471,0.27,2.72,6.21,0.05,2.43,Cream Products
855,Sour Cream,Odense Plant,2023,Autumn,1194,2730,119,21,422,0.28,2.83,6.47,0.05,2.39,Cream Products
856,Sour Cream,Aalborg Plant,2023,Autumn,1306,2985,131,23,444,0.3,2.94,6.72,0.05,2.35,Cream Products
857,Cottage Cheese,Copenhagen Plant,2023,Autumn,1424,3366,134,28,525,0.26,2.71,6.41,0.05,2.44,Cheese Products
858,Cottage Cheese,Aarhus Plant,2023,Autumn,1313,3104,123,25,464,0.27,2.83,6.69,0.05,2.39,Cheese Products
859,Cottage Cheese,Odense Plant,2023,Autumn,1519,3590,143,29,515,0.28,2.95,6.97,0.06,2.35,Cheese Products
860,Cottage Cheese,Aalborg Plant,2023,Autumn,1450,3428,136,28,473,0.29,3.07,7.25,0.06,2.3,Cheese Products
861,Ice Cream,Copenhagen Plant,2023,Autumn,2194,4310,243,51,660,0.37,3.32,6.53,0.08,2.19,Cream Products
862,Ice Cream,Aarhus Plant,2023,Autumn,2375,4665,263,55,684,0.38,3.47,6.82,0.08,2.13,Cream Products
863,Ice Cream,Odense Plant,2023,Autumn,2439,4791,270,57,674,0.4,3.62,7.11,0.08,2.08,Cream Products
864,Ice Cream,Aalborg Plant,2023,Autumn,2554,5017,283,59,679,0.42,3.76,7.39,0.09,2.02,Cream Products
865,Whole Milk,Copenhagen Plant,2024,Winter,2460,8348,158,22,1281,0.12,1.92,6.52,0.02,2.76,Milk Products
866,Whole Milk,Aarhus Plant,2024,Winter,2638,8949,170,24,1316,0.13,2.0,6.8,0.02,2.73,Milk Products
867,Whole Milk,Odense Plant,2024,Winter,2719,9225,175,24,1302,0.13,2.09,7.09,0.02,2.7,Milk Products
868,Whole Milk,Aalborg Plant,2024,Winter,2390,8110,154,21,1101,0.14,2.17,7.37,0.02,2.67,Milk Products
869,Skim Milk,Copenhagen Plant,2024,Winter,1976,6990,125,17,1015,0.12,1.95,6.89,0.02,2.75,Milk Products
870,Skim Milk,Aarhus Plant,2024,Winter,2414,8543,153,20,1189,0.13,2.03,7.19,0.02,2.72,Milk Products
871,Skim Milk,Odense Plant,2024,Winter,2290,8103,145,19,1082,0.13,2.12,7.49,0.02,2.69,Milk Products
872,Skim Milk,Aalborg Plant,2024,Winter,2184,7728,139,18,993,0.14,2.2,7.78,0.02,2.66,Milk Products
873,Organic Milk,Copenhagen Plant,2024,Winter,2388,7836,157,21,816,0.19,2.93,9.6,0.03,2.39,Milk Products
874,Organic Milk,Aarhus Plant,2024,Winter,2667,8752,175,23,873,0.2,3.05,10.03,0.03,2.35,Milk Products
875,Organic Milk,Odense Plant,2024,Winter,2667,8752,175,23,838,0.21,3.18,10.44,0.03,2.3,Milk Products
876,Organic Milk,Aalborg Plant,2024,Winter,3221,10569,211,28,973,0.22,3.31,10.86,0.03,2.26,Milk Products
877,Cheddar Cheese,Copenhagen Plant,2024,Winter,1876,3582,239,38,394,0.61,4.76,9.09,0.1,1.62,Cheese Products
878,Cheddar Cheese,Aarhus Plant,2024,Winter,2057,3927,262,42,414,0.63,4.97,9.49,0.1,1.54,Cheese Products
879,Cheddar Cheese,Odense Plant,2024,Winter,1806,3447,230,37,348,0.66,5.19,9.91,0.11,1.46,Cheese Products
880,Cheddar Cheese,Aalborg Plant,2024,Winter,2227,4251,283,46,413,0.69,5.39,10.29,0.11,1.38,Cheese Products
881,Mozzarella Cheese,Copenhagen Plant,2024,Winter,1812,3452,229,36,440,0.52,4.12,7.85,0.08,1.87,Cheese Products
882,Mozzarella Cheese,Aarhus Plant,2024,Winter,1735,3306,219,35,404,0.54,4.29,8.18,0.09,1.8,Cheese Products
883,Mozzarella Cheese,Odense Plant,2024,Winter,1876,3574,237,38,419,0.57,4.48,8.53,0.09,1.73,Cheese Products
884,Mozzarella Cheese,Aalborg Plant,2024,Winter,1796,3421,227,36,386,0.59,4.65,8.86,0.09,1.67,Cheese Products
885,Blue Cheese,Copenhagen Plant,2024,Winter,1835,3441,245,42,260,0.94,7.06,13.23,0.16,0.72,Cheese Products
886,Blue Cheese,Aarhus Plant,2024,Winter,2123,3981,283,49,288,0.98,7.37,13.82,0.17,0.6,Cheese Products
887,Blue Cheese,Odense Plant,2024,Winter,2344,4395,313,54,306,1.02,7.66,14.36,0.18,0.49,Cheese Products
888,Blue Cheese,Aalborg Plant,2024,Winter,2254,4226,300,52,282,1.06,7.99,14.99,0.18,0.37,Cheese Products
889,Cream Cheese,Copenhagen Plant,2024,Winter,1594,3188,201,32,459,0.44,3.47,6.95,0.07,2.12,Cheese Products
890,Cream Cheese,Aarhus Plant,2024,Winter,1756,3512,222,35,484,0.46,3.63,7.26,0.07,2.06,Cheese Products
891,Cream Cheese,Odense Plant,2024,Winter,1554,3107,196,31,411,0.48,3.78,7.56,0.08,2.0,Cheese Products
892,Cream Cheese,Aalborg Plant,2024,Winter,1726,3452,218,35,439,0.5,3.93,7.86,0.08,1.94,Cheese Products
893,Greek Yogurt,Copenhagen Plant,2024,Winter,1557,6229,130,30,893,0.15,1.74,6.98,0.03,2.8,Yogurt Products
894,Greek Yogurt,Aarhus Plant,2024,Winter,1437,5748,120,28,790,0.15,1.82,7.28,0.04,2.77,Yogurt Products
895,Greek Yogurt,Odense Plant,2024,Winter,1604,6417,134,31,846,0.16,1.9,7.59,0.04,2.74,Yogurt Products
896,Greek Yogurt,Aalborg Plant,2024,Winter,1519,6074,127,30,770,0.16,1.97,7.89,0.04,2.72,Yogurt Products
897,Regular Yogurt,Copenhagen Plant,2024,Winter,1412,6000,119,26,986,0.12,1.43,6.09,0.03,2.92,Yogurt Products
898,Regular Yogurt,Aarhus Plant,2024,Winter,1263,5368,107,24,845,0.13,1.49,6.35,0.03,2.89,Yogurt Products
899,Regular Yogurt,Odense Plant,2024,Winter,1436,6105,121,27,923,0.13,1.56,6.61,0.03,2.87,Yogurt Products
900,Regular Yogurt,Aalborg Plant,2024,Winter,1378,5855,116,26,851,0.14,1.62,6.88,0.03,2.85,Yogurt Products
901,Flavored Yogurt,Copenhagen Plant,2024,Winter,1431,5726,119,27,874,0.14,1.64,6.55,0.03,2.84,Yogurt Products
902,Flavored Yogurt,Aarhus Plant,2024,Winter,1431,5724,119,27,837,0.14,1.71,6.84,0.03,2.82,Yogurt Products
903,Flavored Yogurt,Odense Plant,2024,Winter,1524,6095,126,29,856,0.15,1.78,7.12,0.03,2.79,Yogurt Products
904,Flavored Yogurt,Aalborg Plant,2024,Winter,1763,7050,146,33,952,0.15,1.85,7.41,0.03,2.77,Yogurt Products
905,Salted Butter,Copenhagen Plant,2024,Winter,1306,1770,177,24,328,0.54,3.98,5.4,0.07,1.91,Butter Products
906,Salted Butter,Aarhus Plant,2024,Winter,1236,1674,167,22,297,0.56,4.16,5.64,0.07,1.85,Butter Products
907,Salted Butter,Odense Plant,2024,Winter,1451,1966,197,26,335,0.59,4.33,5.87,0.08,1.78,Butter Products
908,Salted Butter,Aalborg Plant,2024,Winter,1323,1793,179,24,294,0.61,4.5,6.1,0.08,1.71,Butter Products
909,Unsalted Butter,Copenhagen Plant,2024,Winter,1215,1620,166,21,334,0.5,3.64,4.85,0.06,2.04,Butter Products
910,Unsalted Butter,Aarhus Plant,2024,Winter,1339,1786,183,23,353,0.52,3.79,5.06,0.07,1.98,Butter Products
911,Unsalted Butter,Odense Plant,2024,Winter,1427,1902,195,25,361,0.54,3.95,5.27,0.07,1.92,Butter Products
912,Unsalted Butter,Aalborg Plant,2024,Winter,1498,1997,205,26,365,0.56,4.1,5.47,0.07,1.87,Butter Products
913,Heavy Cream,Copenhagen Plant,2024,Winter,952,2222,103,17,501,0.21,1.9,4.44,0.03,2.73,Cream Products
914,Heavy Cream,Aarhus Plant,2024,Winter,1110,2590,120,20,560,0.21,1.98,4.62,0.04,2.7,Cream Products
915,Heavy Cream,Odense Plant,2024,Winter,1072,2500,116,20,519,0.22,2.07,4.82,0.04,2.67,Cream Products
916,Heavy Cream,Aalborg Plant,2024,Winter,1115,2602,121,20,519,0.23,2.15,5.01,0.04,2.64,Cream Products
917,Light Cream,Copenhagen Plant,2024,Winter,847,2002,92,15,542,0.17,1.56,3.69,0.03,2.86,Cream Products
918,Light Cream,Aarhus Plant,2024,Winter,935,2211,102,17,574,0.18,1.63,3.85,0.03,2.83,Cream Products
919,Light Cream,Odense Plant,2024,Winter,971,2296,106,18,572,0.19,1.7,4.01,0.03,2.8,Cream Products
920,Light Cream,Aalborg Plant,2024,Winter,934,2208,102,17,529,0.19,1.77,4.17,0.03,2.78,Cream Products
921,Whipping Cream,Copenhagen Plant,2024,Winter,1009,2250,105,18,462,0.23,2.18,4.87,0.04,2.63,Cream Products
922,Whipping Cream,Aarhus Plant,2024,Winter,1017,2269,106,18,446,0.24,2.28,5.09,0.04,2.59,Cream Products
923,Whipping Cream,Odense Plant,2024,Winter,1098,2450,114,19,463,0.25,2.37,5.29,0.04,2.56,Cream Products
924,Whipping Cream,Aalborg Plant,2024,Winter,1183,2638,123,21,479,0.26,2.47,5.51,0.04,2.52,Cream Products
925,Sour Cream,Copenhagen Plant,2024,Winter,1122,2565,112,20,448,0.25,2.5,5.73,0.04,2.51,Cream Products
926,Sour Cream,Aarhus Plant,2024,Winter,1264,2888,126,23,483,0.26,2.62,5.98,0.05,2.47,Cream Products
927,Sour Cream,Odense Plant,2024,Winter,1339,3061,134,24,492,0.27,2.72,6.22,0.05,2.43,Cream Products
928,Sour Cream,Aalborg Plant,2024,Winter,1396,3191,140,25,493,0.28,2.83,6.47,0.05,2.39,Cream Products
929,Cottage Cheese,Copenhagen Plant,2024,Winter,1237,2924,116,24,474,0.24,2.61,6.17,0.05,2.48,Cheese Products
930,Cottage Cheese,Aarhus Plant,2024,Winter,1468,3469,138,28,538,0.26,2.73,6.45,0.05,2.43,Cheese Products
931,Cottage Cheese,Odense Plant,2024,Winter,1541,3643,145,30,543,0.27,2.84,6.71,0.06,2.39,Cheese Products
932,Cottage Cheese,Aalborg Plant,2024,Winter,1395,3298,131,27,472,0.28,2.96,6.99,0.06,2.34,Cheese Products
933,Ice Cream,Copenhagen Plant,2024,Winter,2285,4489,253,53,714,0.35,3.2,6.29,0.07,2.24,Cream Products
934,Ice Cream,Aarhus Plant,2024,Winter,2297,4512,254,53,687,0.37,3.34,6.57,0.08,2.18,Cream Products
935,Ice Cream,Odense Plant,2024,Winter,2528,4967,280,59,726,0.39,3.48,6.84,0.08,2.13,Cream Products
936,Ice Cream,Aalborg Plant,2024,Winter,2738,5379,303,64,756,0.4,3.62,7.12,0.08,2.08,Cream Products
937,Whole Milk,Copenhagen Plant,2024,Spring,2260,7668,145,20,1176,0.12,1.92,6.52,0.02,2.76,Milk Products
938,Whole Milk,Aarhus Plant,2024,Spring,2284,7750,147,20,1139,0.13,2.01,6.8,0.02,2.72,Milk Products
939,Whole Milk,Odense Plant,2024,Spring,2686,9112,173,24,1286,0.13,2.09,7.09,0.02,2.7,Milk Products
940,Whole Milk,Aalborg Plant,2024,Spring,2533,8594,163,23,1166,0.14,2.17,7.37,0.02,2.67,Milk Products
941,Skim Milk,Copenhagen Plant,2024,Spring,2255,7978,143,19,1159,0.12,1.95,6.88,0.02,2.75,Milk Products
942,Skim Milk,Aarhus Plant,2024,Spring,2177,7702,138,18,1072,0.13,2.03,7.18,0.02,2.72,Milk Products
943,Skim Milk,Odense Plant,2024,Spring,2259,7992,143,19,1068,0.13,2.12,7.48,0.02,2.69,Milk Products
944,Skim Milk,Aalborg Plant,2024,Spring,2564,9074,163,22,1166,0.14,2.2,7.78,0.02,2.66,Milk Products
945,Organic Milk,Copenhagen Plant,2024,Spring,2778,9116,182,24,949,0.19,2.93,9.61,0.03,2.39,Milk Products
946,Organic Milk,Aarhus Plant,2024,Spring,2807,9211,184,25,919,0.2,3.05,10.02,0.03,2.35,Milk Products
947,Organic Milk,Odense Plant,2024,Spring,3139,10301,206,27,987,0.21,3.18,10.44,0.03,2.3,Milk Products
948,Organic Milk,Aalborg Plant,2024,Spring,3181,10438,209,28,961,0.22,3.31,10.86,0.03,2.26,Milk Products
949,Cheddar Cheese,Copenhagen Plant,2024,Spring,1835,3503,234,38,385,0.61,4.77,9.1,0.1,1.62,Cheese Products
950,Cheddar Cheese,Aarhus Plant,2024,Spring,1928,3680,245,39,388,0.63,4.97,9.48,0.1,1.54,Cheese Products
951,Cheddar Cheese,Odense Plant,2024,Spring,1943,3709,247,40,375,0.66,5.18,9.89,0.11,1.46,Cheese Products
952,Cheddar Cheese,Aalborg Plant,2024,Spring,2300,4390,293,47,427,0.69,5.39,10.28,0.11,1.38,Cheese Products
953,Mozzarella Cheese,Copenhagen Plant,2024,Spring,1902,3623,240,38,462,0.52,4.12,7.84,0.08,1.87,Cheese Products
954,Mozzarella Cheese,Aarhus Plant,2024,Spring,1876,3574,237,38,437,0.54,4.29,8.18,0.09,1.8,Cheese Products
955,Mozzarella Cheese,Odense Plant,2024,Spring,2031,3868,256,41,454,0.56,4.47,8.52,0.09,1.74,Cheese Products
956,Mozzarella Cheese,Aalborg Plant,2024,Spring,2034,3875,257,41,437,0.59,4.65,8.87,0.09,1.67,Cheese Products
957,Blue Cheese,Copenhagen Plant,2024,Spring,2153,4037,287,49,305,0.94,7.06,13.24,0.16,0.72,Cheese Products
958,Blue Cheese,Aarhus Plant,2024,Spring,2104,3946,281,48,286,0.98,7.36,13.8,0.17,0.61,Cheese Products
959,Blue Cheese,Odense Plant,2024,Spring,2128,3990,284,49,277,1.03,7.68,14.4,0.18,0.48,Cheese Products
960,Blue Cheese,Aalborg Plant,2024,Spring,2391,4482,319,55,300,1.06,7.97,14.94,0.18,0.37,Cheese Products
961,Cream Cheese,Copenhagen Plant,2024,Spring,1556,3111,197,31,447,0.44,3.48,6.96,0.07,2.11,Cheese Products
962,Cream Cheese,Aarhus Plant,2024,Spring,1675,3349,212,33,462,0.46,3.63,7.25,0.07,2.06,Cheese Products
963,Cream Cheese,Odense Plant,2024,Spring,1917,3834,242,38,507,0.48,3.78,7.56,0.07,2.0,Cheese Products
964,Cream Cheese,Aalborg Plant,2024,Spring,1970,3941,249,39,501,0.5,3.93,7.87,0.08,1.94,Cheese Products
965,Greek Yogurt,Copenhagen Plant,2024,Spring,1687,6748,141,33,967,0.15,1.74,6.98,0.03,2.8,Yogurt Products
966,Greek Yogurt,Aarhus Plant,2024,Spring,1559,6237,130,30,857,0.15,1.82,7.28,0.04,2.77,Yogurt Products
967,Greek Yogurt,Odense Plant,2024,Spring,1846,7383,154,36,974,0.16,1.9,7.58,0.04,2.74,Yogurt Products
968,Greek Yogurt,Aalborg Plant,2024,Spring,1657,6627,138,32,841,0.16,1.97,7.88,0.04,2.72,Yogurt Products
969,Regular Yogurt,Copenhagen Plant,2024,Spring,1274,5416,108,24,890,0.12,1.43,6.09,0.03,2.92,Yogurt Products
970,Regular Yogurt,Aarhus Plant,2024,Spring,1408,5984,119,26,942,0.13,1.49,6.35,0.03,2.89,Yogurt Products
971,Regular Yogurt,Odense Plant,2024,Spring,1557,6617,131,29,1000,0.13,1.56,6.62,0.03,2.87,Yogurt Products
972,Regular Yogurt,Aalborg Plant,2024,Spring,1463,6217,123,27,904,0.14,1.62,6.88,0.03,2.85,Yogurt Products
973,Flavored Yogurt,Copenhagen Plant,2024,Spring,1504,6017,125,28,919,0.14,1.64,6.55,0.03,2.84,Yogurt Products
974,Flavored Yogurt,Aarhus Plant,2024,Spring,1496,5983,124,28,875,0.14,1.71,6.84,0.03,2.82,Yogurt Products
975,Flavored Yogurt,Odense Plant,2024,Spring,1518,6071,126,29,853,0.15,1.78,7.12,0.03,2.79,Yogurt Products
976,Flavored Yogurt,Aalborg Plant,2024,Spring,1551,6204,129,29,838,0.15,1.85,7.4,0.03,2.77,Yogurt Products
977,Salted Butter,Copenhagen Plant,2024,Spring,1275,1727,173,23,320,0.54,3.98,5.4,0.07,1.91,Butter Products
978,Salted Butter,Aarhus Plant,2024,Spring,1338,1813,181,24,322,0.56,4.16,5.63,0.07,1.85,Butter Products
979,Salted Butter,Odense Plant,2024,Spring,1574,2133,213,28,363,0.59,4.34,5.88,0.08,1.77,Butter Products
980,Salted Butter,Aalborg Plant,2024,Spring,1559,2113,211,28,346,0.61,4.51,6.11,0.08,1.71,Butter Products
981,Unsalted Butter,Copenhagen Plant,2024,Spring,1247,1663,170,22,343,0.5,3.64,4.85,0.06,2.04,Butter Products
982,Unsalted Butter,Aarhus Plant,2024,Spring,1429,1905,195,25,377,0.52,3.79,5.05,0.07,1.98,Butter Products
983,Unsalted Butter,Odense Plant,2024,Spring,1304,1738,178,23,330,0.54,3.95,5.27,0.07,1.92,Butter Products
984,Unsalted Butter,Aalborg Plant,2024,Spring,1349,1799,184,23,329,0.56,4.1,5.47,0.07,1.87,Butter Products
985,Heavy Cream,Copenhagen Plant,2024,Spring,948,2213,103,17,499,0.21,1.9,4.43,0.03,2.73,Cream Products
986,Heavy Cream,Aarhus Plant,2024,Spring,1118,2609,121,20,564,0.21,1.98,4.63,0.04,2.7,Cream Products
987,Heavy Cream,Odense Plant,2024,Spring,1132,2640,123,21,548,0.22,2.07,4.82,0.04,2.67,Cream Products
988,Heavy Cream,Aalborg Plant,2024,Spring,1225,2858,133,22,570,0.23,2.15,5.01,0.04,2.64,Cream Products
989,Light Cream,Copenhagen Plant,2024,Spring,1033,2442,113,19,662,0.17,1.56,3.69,0.03,2.86,Cream Products
990,Light Cream,Aarhus Plant,2024,Spring,921,2176,100,17,565,0.18,1.63,3.85,0.03,2.83,Cream Products
991,Light Cream,Odense Plant,2024,Spring,1061,2509,116,19,625,0.19,1.7,4.01,0.03,2.8,Cream Products
992,Light Cream,Aalborg Plant,2024,Spring,1119,2646,122,20,634,0.19,1.76,4.17,0.03,2.78,Cream Products
993,Whipping Cream,Copenhagen Plant,2024,Spring,1205,2689,125,21,552,0.23,2.18,4.87,0.04,2.63,Cream Products
994,Whipping Cream,Aarhus Plant,2024,Spring,1166,2602,121,21,512,0.24,2.28,5.08,0.04,2.59,Cream Products
995,Whipping Cream,Odense Plant,2024,Spring,1250,2789,130,22,527,0.25,2.37,5.29,0.04,2.56,Cream Products
996,Whipping Cream,Aalborg Plant,2024,Spring,1223,2728,127,22,495,0.26,2.47,5.51,0.04,2.52,Cream Products
997,Sour Cream,Copenhagen Plant,2024,Spring,1181,2699,118,21,471,0.25,2.51,5.73,0.04,2.51,Cream Products
998,Sour Cream,Aarhus Plant,2024,Spring,1222,2793,122,22,467,0.26,2.62,5.98,0.05,2.47,Cream Products
999,Sour Cream,Odense Plant,2024,Spring,1347,3079,135,24,494,0.27,2.73,6.23,0.05,2.43,Cream Products
1000,Sour Cream,Aalborg Plant,2024,Spring,1405,3211,140,25,496,0.28,2.83,6.47,0.05,2.39,Cream Products
1001,Cottage Cheese,Copenhagen Plant,2024,Spring,1400,3309,132,27,536,0.25,2.61,6.17,0.05,2.47,Cheese Products
1002,Cottage Cheese,Aarhus Plant,2024,Spring,1586,3748,149,31,582,0.26,2.73,6.44,0.05,2.43,Cheese Products
1003,Cottage Cheese,Odense Plant,2024,Spring,1572,3715,148,30,554,0.27,2.84,6.71,0.05,2.39,Cheese Products
1004,Cottage Cheese,Aalborg Plant,2024,Spring,1701,4021,160,33,576,0.28,2.95,6.98,0.06,2.35,Cheese Products
1005,Ice Cream,Copenhagen Plant,2024,Spring,2603,5112,288,60,813,0.35,3.2,6.29,0.07,2.24,Cream Products
1006,Ice Cream,Aarhus Plant,2024,Spring,2387,4689,264,55,714,0.37,3.34,6.57,0.08,2.18,Cream Products
1007,Ice Cream,Odense Plant,2024,Spring,2389,4692,264,55,686,0.38,3.48,6.84,0.08,2.13,Cream Products
1008,Ice Cream,Aalborg Plant,2024,Spring,2706,5315,300,63,747,0.4,3.62,7.12,0.08,2.08,Cream Products
1009,Whole Milk,Copenhagen Plant,2024,Summer,2383,8087,153,21,1241,0.12,1.92,6.52,0.02,2.76,Milk Products
1010,Whole Milk,Aarhus Plant,2024,Summer,2844,9648,183,25,1418,0.13,2.01,6.8,0.02,2.72,Milk Products
1011,Whole Milk,Odense Plant,2024,Summer,2953,10021,190,26,1414,0.13,2.09,7.09,0.02,2.7,Milk Products
1012,Whole Milk,Aalborg Plant,2024,Summer,2717,9219,175,24,1251,0.14,2.17,7.37,0.02,2.67,Milk Products
1013,Skim Milk,Copenhagen Plant,2024,Summer,2253,7971,143,19,1157,0.12,1.95,6.89,0.02,2.75,Milk Products
1014,Skim Milk,Aarhus Plant,2024,Summer,2512,8889,159,21,1237,0.13,2.03,7.19,0.02,2.72,Milk Products
1015,Skim Milk,Odense Plant,2024,Summer,2309,8172,147,20,1092,0.13,2.11,7.48,0.02,2.69,Milk Products
1016,Skim Milk,Aalborg Plant,2024,Summer,2693,9530,171,23,1224,0.14,2.2,7.79,0.02,2.66,Milk Products
1017,Organic Milk,Copenhagen Plant,2024,Summer,2919,9577,192,26,997,0.19,2.93,9.61,0.03,2.39,Milk Products
1018,Organic Milk,Aarhus Plant,2024,Summer,2769,9087,182,24,907,0.2,3.05,10.02,0.03,2.35,Milk Products
1019,Organic Milk,Odense Plant,2024,Summer,3113,10213,204,27,978,0.21,3.18,10.44,0.03,2.3,Milk Products
1020,Organic Milk,Aalborg Plant,2024,Summer,3443,11299,226,30,1040,0.22,3.31,10.86,0.03,2.26,Milk Products
1021,Cheddar Cheese,Copenhagen Plant,2024,Summer,2115,4038,269,43,444,0.61,4.76,9.09,0.1,1.62,Cheese Products
1022,Cheddar Cheese,Aarhus Plant,2024,Summer,1960,3743,250,40,394,0.63,4.97,9.5,0.1,1.54,Cheese Products
1023,Cheddar Cheese,Odense Plant,2024,Summer,2113,4034,269,43,408,0.66,5.18,9.89,0.11,1.46,Cheese Products
1024,Cheddar Cheese,Aalborg Plant,2024,Summer,2439,4657,310,50,453,0.68,5.38,10.28,0.11,1.39,Cheese Products
1025,Mozzarella Cheese,Copenhagen Plant,2024,Summer,1745,3324,220,35,424,0.52,4.12,7.84,0.08,1.87,Cheese Products
1026,Mozzarella Cheese,Aarhus Plant,2024,Summer,2027,3861,256,41,472,0.54,4.29,8.18,0.09,1.8,Cheese Products
1027,Mozzarella Cheese,Odense Plant,2024,Summer,2181,4155,275,44,487,0.56,4.48,8.53,0.09,1.73,Cheese Products
1028,Mozzarella Cheese,Aalborg Plant,2024,Summer,2364,4502,298,47,508,0.59,4.65,8.86,0.09,1.67,Cheese Products
1029,Blue Cheese,Copenhagen Plant,2024,Summer,2031,3808,271,47,288,0.94,7.05,13.22,0.16,0.73,Cheese Products
1030,Blue Cheese,Aarhus Plant,2024,Summer,2471,4633,329,57,335,0.98,7.38,13.83,0.17,0.6,Cheese Products
1031,Blue Cheese,Odense Plant,2024,Summer,2191,4107,292,50,286,1.02,7.66,14.36,0.17,0.49,Cheese Products
1032,Blue Cheese,Aalborg Plant,2024,Summer,2409,4517,321,55,302,1.06,7.98,14.96,0.18,0.37,Cheese Products
1033,Cream Cheese,Copenhagen Plant,2024,Summer,1795,3590,227,36,516,0.44,3.48,6.96,0.07,2.11,Cheese Products
1034,Cream Cheese,Aarhus Plant,2024,Summer,1652,3303,209,33,455,0.46,3.63,7.26,0.07,2.06,Cheese Products
1035,Cream Cheese,Odense Plant,2024,Summer,1743,3486,220,35,461,0.48,3.78,7.56,0.08,2.0,Cheese Products
1036,Cream Cheese,Aalborg Plant,2024,Summer,1972,3945,249,39,502,0.5,3.93,7.86,0.08,1.94,Cheese Products
1037,Greek Yogurt,Copenhagen Plant,2024,Summer,1734,6935,144,34,994,0.14,1.74,6.98,0.03,2.81,Yogurt Products
1038,Greek Yogurt,Aarhus Plant,2024,Summer,1580,6321,132,31,869,0.15,1.82,7.27,0.04,2.77,Yogurt Products
1039,Greek Yogurt,Odense Plant,2024,Summer,1668,6673,139,32,880,0.16,1.9,7.58,0.04,2.74,Yogurt Products
1040,Greek Yogurt,Aalborg Plant,2024,Summer,1772,7087,148,34,899,0.16,1.97,7.88,0.04,2.72,Yogurt Products
1041,Regular Yogurt,Copenhagen Plant,2024,Summer,1571,6678,133,29,1097,0.12,1.43,6.09,0.03,2.92,Yogurt Products
1042,Regular Yogurt,Aarhus Plant,2024,Summer,1388,5900,117,26,929,0.13,1.49,6.35,0.03,2.89,Yogurt Products
1043,Regular Yogurt,Odense Plant,2024,Summer,1608,6832,136,30,1033,0.13,1.56,6.61,0.03,2.87,Yogurt Products
1044,Regular Yogurt,Aalborg Plant,2024,Summer,1540,6543,130,29,951,0.14,1.62,6.88,0.03,2.85,Yogurt Products
1045,Flavored Yogurt,Copenhagen Plant,2024,Summer,1504,6015,125,28,918,0.14,1.64,6.55,0.03,2.84,Yogurt Products
1046,Flavored Yogurt,Aarhus Plant,2024,Summer,1769,7077,147,33,1036,0.14,1.71,6.83,0.03,2.82,Yogurt Products
1047,Flavored Yogurt,Odense Plant,2024,Summer,1553,6211,129,29,872,0.15,1.78,7.12,0.03,2.79,Yogurt Products
1048,Flavored Yogurt,Aalborg Plant,2024,Summer,1777,7109,147,34,960,0.15,1.85,7.41,0.04,2.76,Yogurt Products
1049,Salted Butter,Copenhagen Plant,2024,Summer,1543,2090,209,28,387,0.54,3.99,5.4,0.07,1.91,Butter Products
1050,Salted Butter,Aarhus Plant,2024,Summer,1325,1795,179,24,318,0.56,4.17,5.64,0.08,1.84,Butter Products
1051,Salted Butter,Odense Plant,2024,Summer,1549,2099,210,28,357,0.59,4.34,5.88,0.08,1.77,Butter Products
1052,Salted Butter,Aalborg Plant,2024,Summer,1538,2084,208,28,341,0.61,4.51,6.11,0.08,1.71,Butter Products
1053,Unsalted Butter,Copenhagen Plant,2024,Summer,1289,1719,176,22,355,0.5,3.63,4.84,0.06,2.05,Butter Products
1054,Unsalted Butter,Aarhus Plant,2024,Summer,1459,1946,199,25,385,0.52,3.79,5.05,0.06,1.99,Butter Products
1055,Unsalted Butter,Odense Plant,2024,Summer,1426,1901,195,25,361,0.54,3.95,5.27,0.07,1.92,Butter Products
1056,Unsalted Butter,Aalborg Plant,2024,Summer,1665,2220,228,29,405,0.56,4.11,5.48,0.07,1.86,Butter Products
1057,Heavy Cream,Copenhagen Plant,2024,Summer,999,2330,108,18,526,0.21,1.9,4.43,0.03,2.73,Cream Products
1058,Heavy Cream,Aarhus Plant,2024,Summer,1024,2390,111,19,517,0.21,1.98,4.62,0.04,2.7,Cream Products
1059,Heavy Cream,Odense Plant,2024,Summer,1225,2859,133,22,593,0.22,2.07,4.82,0.04,2.67,Cream Products
1060,Heavy Cream,Aalborg Plant,2024,Summer,1111,2593,120,20,517,0.23,2.15,5.02,0.04,2.64,Cream Products
1061,Light Cream,Copenhagen Plant,2024,Summer,920,2176,100,17,589,0.17,1.56,3.69,0.03,2.86,Cream Products
1062,Light Cream,Aarhus Plant,2024,Summer,1056,2495,115,19,648,0.18,1.63,3.85,0.03,2.83,Cream Products
1063,Light Cream,Odense Plant,2024,Summer,1185,2800,129,22,698,0.18,1.7,4.01,0.03,2.81,Cream Products
1064,Light Cream,Aalborg Plant,2024,Summer,1031,2437,112,19,584,0.19,1.77,4.17,0.03,2.78,Cream Products
